0:	1.094268311569E-05
1:	1.928596209447E-05
2:	2.676467806604E-05
3:	3.502981042225E-05
4:	4.408808702424E-05
5:	5.203418285368E-05
6:	5.953085981169E-05
7:	6.627800723533E-05
8:	7.232724043427E-05
9:	7.899949159572E-05
10:	8.506452325430E-05
11:	9.186112721521E-05
12:	9.926520597727E-05
13:	1.047320286613E-04
14:	1.091446570769E-04
15:	1.144283708081E-04
16:	1.203976731121E-04
17:	1.270930663138E-04
18:	1.334092514315E-04
19:	1.388119642066E-04
20:	1.437381251569E-04
21:	1.493021113712E-04
22:	1.561901797032E-04
23:	1.638583495413E-04
24:	1.707913804096E-04
25:	1.766215826829E-04
26:	1.817769414383E-04
27:	1.873845386097E-04
28:	1.940067813390E-04
29:	2.010535100570E-04
30:	2.077289599560E-04
31:	2.136240230156E-04
32:	2.191586198900E-04
33:	2.250118440631E-04
34:	2.314645687198E-04
35:	2.382220594791E-04
36:	2.447612551725E-04
37:	2.507994504743E-04
38:	2.565445483076E-04
39:	2.624900853433E-04
40:	2.688852177065E-04
41:	2.755254364398E-04
42:	2.820025045405E-04
43:	2.881075279272E-04
44:	2.941224760660E-04
45:	3.004685611201E-04
46:	3.070650487560E-04
47:	3.138143249170E-04
48:	3.205041015560E-04
49:	3.270025246087E-04
50:	3.333964255331E-04
51:	3.398734635987E-04
52:	3.465480424800E-04
53:	3.533471168274E-04
54:	3.600885838638E-04
55:	3.666907180975E-04
56:	3.732295083171E-04
57:	3.798354570077E-04
58:	3.865742809558E-04
59:	3.933938392376E-04
60:	4.001942050941E-04
61:	4.069120645463E-04
62:	4.135803660928E-04
63:	4.202988262470E-04
64:	4.271249922495E-04
65:	4.340257053563E-04
66:	4.409179185313E-04
67:	4.477640278365E-04
68:	4.546008863327E-04
69:	4.614898857526E-04
70:	4.684590788745E-04
71:	4.754887026063E-04
72:	4.825732905608E-04
73:	4.896420800557E-04
74:	4.967081063218E-04
75:	5.038166622816E-04
76:	5.109971522924E-04
77:	5.182309846309E-04
78:	5.254774917791E-04
79:	5.327172710662E-04
80:	5.399669619344E-04
81:	5.472560588465E-04
82:	5.545964556997E-04
83:	5.619778804918E-04
84:	5.693800895693E-04
85:	5.767880653848E-04
86:	5.842056524306E-04
